year,Country list,pop_trend,id,mean_tmax,mean_tmin
1979,Norway,1,8122,8.233333333333334,3.9499999999999997
1979,Norway,1,2556,8.233333333333334,3.9499999999999997
1980,Norway,0,2555,9.091666666666667,4.825
1980,Norway,0,8126,9.091666666666667,4.825
1980,Norway,0.804915514592934,8122,9.091666666666667,4.825
1980,Norway,0,2553,9.091666666666667,4.825
1980,Norway,0.8303347756775222,2556,9.091666666666667,4.825
1981,Norway,0.1954610506018288,2555,8.733333333333333,4.216666666666667
1981,Norway,0.29395973154362426,8126,8.733333333333333,4.216666666666667
1981,Norway,0.8847926267281107,8122,8.733333333333333,4.216666666666667
1981,Norway,0.3783783783783784,2553,8.733333333333333,4.216666666666667
1981,Norway,0.9073950699533644,2554,8.733333333333333,4.216666666666667
1981,Norway,0.8878387611022546,2556,8.733333333333333,4.216666666666667
1982,Norway,0.21809704584143053,2555,9.566666666666666,5.083333333333333
1982,Norway,0.33154362416107386,8126,9.566666666666666,5.083333333333333
1982,Norway,0.7680491551459295,8122,9.566666666666666,5.083333333333333
1982,Norway,0.722972972972973,2553,9.566666666666666,5.083333333333333
1982,Norway,0.8927381745502998,2554,9.566666666666666,5.083333333333333
1982,Norway,0.80539740378046,2556,9.566666666666666,5.083333333333333
1983,Norway,0.21798406170440346,2555,9.258333333333333,4.791666666666667
1983,Norway,0.312751677852349,8126,9.258333333333333,4.791666666666667
1983,Norway,0.5069124423963135,8122,9.258333333333333,4.791666666666667
1983,Norway,0.5844594594594594,2553,9.258333333333333,4.791666666666667
1983,Norway,0.5545192094159449,2554,9.258333333333333,4.791666666666667
1983,Norway,0.5442951491687543,2556,9.258333333333333,4.791666666666667
1984,Norway,0.33640552995391704,8122,9.516666666666666,5.1
1984,Norway,0.4807905840550745,2554,9.516666666666666,5.1
1984,Norway,0.4217718059667502,2556,9.516666666666666,5.1
1985,Norway,0.27498531206218657,2555,8.95,4.283333333333333
1985,Norway,0.41208053691275154,8126,8.95,4.283333333333333
1985,Norway,0.24731182795698928,8122,8.95,4.283333333333333
1985,Norway,0.8043526537863646,2554,8.95,4.283333333333333
1985,Norway,0.3265770895012526,2556,8.95,4.283333333333333
1986,Norway,0.15360983102918588,8122,8.933333333333334,4.5
1986,Norway,0.4514767932489451,2554,8.933333333333334,4.5
1986,Norway,0.24777954907765884,2556,8.933333333333334,4.5
1987,Norway,0.26442807429836857,2555,9.225,4.858333333333333
1987,Norway,0.39194630872483205,8126,9.225,4.858333333333333
1987,Norway,0.024577572964669763,8122,9.225,4.858333333333333
1987,Norway,0.6426826560071063,2554,9.225,4.858333333333333
1987,Norway,0.14074242769300843,2556,9.225,4.858333333333333
1988,Norway,0.40954038053057357,2555,9.558333333333334,5.25
1988,Norway,0.6040268456375839,8126,9.558333333333334,5.25
1988,Norway,0.01843317972350235,8122,9.558333333333334,5.25
1988,Norway,0.422163002442816,2554,9.558333333333334,5.25
1988,Norway,0.1284445456615805,2556,9.558333333333334,5.25
1989,Norway,0.05222734254992318,8122,9.924999999999999,5.3
1989,Norway,0.7533783783783784,2553,9.924999999999999,5.3
1989,Norway,0.7015323117921386,2554,9.924999999999999,5.3
1989,Norway,0.15805055795946255,2556,9.924999999999999,5.3
1990,Norway,0.6166448230668414,2555,9.866666666666667,5.458333333333333
1990,Norway,0.916778523489933,8126,9.866666666666667,5.458333333333333
1990,Norway,0.16589861751152082,8122,9.866666666666667,5.458333333333333
1990,Norway,0.5101351351351351,2553,9.866666666666667,5.458333333333333
1990,Norway,1,2554,9.866666666666667,5.458333333333333
1990,Norway,0.26372124800728763,2556,9.866666666666667,5.458333333333333
1991,Norway,0.5943492866934815,2555,9.716666666666667,5.383333333333334
1991,Norway,0.8671140939597315,8126,9.716666666666667,5.383333333333334
1991,Norway,0.11213517665130576,8122,9.716666666666667,5.383333333333334
1991,Norway,0.4358108108108108,2553,9.716666666666667,5.383333333333334
1991,Norway,0.9253830779480346,2554,9.716666666666667,5.383333333333334
1991,Norway,0.20769756319744934,2556,9.716666666666667,5.383333333333334
1992,Norway,0.4322878534520421,2555,9.833333333333334,5.25
1992,Norway,0.6496644295302014,8126,9.833333333333334,5.25
1992,Norway,0.13517665130568365,8122,9.833333333333334,5.25
1992,Norway,0.6655405405405406,2553,9.833333333333334,5.25
1992,Norway,0.49256051521208066,2554,9.833333333333334,5.25
1992,Norway,0.2332042814848554,2556,9.833333333333334,5.25
1993,Norway,0.504551001039454,2555,8.816666666666666,4.616666666666666
1993,Norway,0.7436241610738256,8126,8.816666666666666,4.616666666666666
1993,Norway,0.05529953917050694,8122,8.816666666666666,4.616666666666666
1993,Norway,0.6790540540540541,2553,8.816666666666666,4.616666666666666
1993,Norway,0.44770153231179205,2554,8.816666666666666,4.616666666666666
1993,Norway,0.15805055795946255,2556,8.816666666666666,4.616666666666666
1994,Norway,0.5126918847260512,2555,9.158333333333333,4.616666666666667
1994,Norway,0.7436241610738256,8126,9.158333333333333,4.616666666666667
1994,Norway,0.06605222734255,8122,9.158333333333333,4.616666666666667
1994,Norway,0.6486486486486487,2553,9.158333333333333,4.616666666666667
1994,Norway,0.22385076615589602,2554,9.158333333333333,4.616666666666667
1994,Norway,0.1671601002049647,2556,9.158333333333333,4.616666666666667
1995,Norway,0.4756511652430665,2555,9.241666666666667,4.675
1995,Norway,0.6966442953020135,8126,9.241666666666667,4.675
1995,Norway,0.05529953917050694,8122,9.241666666666667,4.675
1995,Norway,0.8277027027027027,2553,9.241666666666667,4.675
1995,Norway,0.4179435931601153,2554,9.241666666666667,4.675
1995,Norway,0.16852653154179004,2556,9.241666666666667,4.675
1996,Norway,0.6023726668775704,2555,9.058333333333334,4.925
1996,Norway,0.868456375838926,8126,9.058333333333334,4.925
1996,Norway,0,8122,9.058333333333334,4.925
1996,Norway,0.7398648648648649,2553,9.058333333333334,4.925
1996,Norway,0.46280257606040426,2554,9.058333333333334,4.925
1996,Norway,0.11341380095650194,2556,9.058333333333334,4.925
1997,Norway,0.669995932571067,2555,10.033333333333333,5.725
1997,Norway,1,8126,10.033333333333333,5.725
1997,Norway,0.13978494623655918,8122,10.033333333333333,5.725
1997,Norway,0.9493243243243243,2553,10.033333333333333,5.725
1997,Norway,0.3730846102598267,2554,10.033333333333333,5.725
1997,Norway,0.2345707128216807,2556,10.033333333333333,5.725
1998,Norway,0.615377894276977,2555,9.475,5.341666666666667
1998,Norway,0.9463087248322147,8126,9.475,5.341666666666667
1998,Norway,0.01996927803379423,8122,9.475,5.341666666666667
1998,Norway,0.9054054054054054,2553,9.475,5.341666666666667
1998,Norway,0.507439484787919,2554,9.475,5.341666666666667
1998,Norway,0.1270781143247552,2556,9.475,5.341666666666667
1999,Norway,0.5413160392280925,2555,9.525,5.45
1999,Norway,0.7946308724832213,8126,9.525,5.45
1999,Norway,0.007680491551459294,8122,9.525,5.45
1999,Norway,1,2553,9.525,5.45
1999,Norway,0.40306462358427725,2554,9.525,5.45
1999,Norway,0.11386927806877704,2556,9.525,5.45
2000,Norway,0.7992829273436677,2555,9.55,5.533333333333333
2000,Norway,0.9594594594594594,2553,9.55,5.533333333333333
2000,Norway,0.2687097490561846,2554,9.55,5.533333333333333
2000,Norway,0.10976998405830107,2556,9.55,5.533333333333333
2001,Norway,0.8498606528976665,2555,9.233333333333333,5.15
2001,Norway,0.6452702702702703,2553,9.233333333333333,5.15
2001,Norway,0.3284477015323119,2554,9.233333333333333,5.15
2001,Norway,0.06422227283079025,2556,9.233333333333333,5.15
2002,Norway,1,2555,10.141666666666667,6.125
2002,Norway,0.7364864864864865,2553,10.141666666666667,6.125
2002,Norway,0,2554,10.141666666666667,6.125
2002,Norway,0,2556,10.141666666666667,6.125
2003,Norway,0.11559331736490866,2555,10.608333333333334,6.258333333333333
2003,Norway,0.918918918918919,2553,10.608333333333334,6.258333333333333
2003,Norway,0.07461692205196534,2554,10.608333333333334,6.258333333333333
2003,Norway,0.0223183785014803,2556,10.608333333333334,6.258333333333333
2004,Norway,0.2089950437625225,2555,10.141666666666667,6.041666666666667
2004,Norway,0.6283783783783784,2553,10.141666666666667,6.041666666666667
2004,Norway,0.1940928270042193,2554,10.141666666666667,6.041666666666667
2004,Norway,0.04235937144158506,2556,10.141666666666667,6.041666666666667
2005,Norway,0.5531808800711047,2555,9.716666666666667,5.708333333333333
2006,Norway,0.22516533345384973,2555,10.208333333333334,6.183333333333334
2007,Norway,0.272279718594176,2555,9.841666666666667,5.675
2008,Norway,0.5106144830599119,2555,10.125,5.725
